strain_ID	strain_type	active_substance	test_start	test_read	nb_day	dose	perc_croiss
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	25.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	6.3
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2223	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	41.2
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	5.9
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	8.8
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	8.8
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	5.9
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2225	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	61.5
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	30.8
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	17.9
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	7.7
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	5.1
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	7.7
2230	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	2.6
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	77.3
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	72.7
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	40.9
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	40.9
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	22.7
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	27.3
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	18.2
2335	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	18.2
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	74.1
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	81.5
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	55.6
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	48.1
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	18.5
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	14.8
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	14.8
2340	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	11.1
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	68.8
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	68.8
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	46.9
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	3.1
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	25.0
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	12.5
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2345	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	83.8
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	73.0
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	64.9
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	59.5
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	48.6
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	32.4
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	16.2
2349	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	8.1
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	96.7
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	60.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	70.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	53.3
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	40.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	30.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	20.0
2353	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	13.3
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	127.3
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	140.9
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	154.5
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	127.3
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	122.7
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	118.2
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	86.4
2360	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	86.4
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	81.8
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	59.1
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	40.9
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	27.3
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	27.3
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	13.6
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	13.6
2408	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	13.6
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	37.5
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	29.2
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	25.0
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	16.7
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	16.7
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	12.5
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	16.7
2447	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	12.5
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	NA
2448	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	NA
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	100.0
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	90.5
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	61.9
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	42.9
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	33.3
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	4.8
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	4.8
2449	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	41.2
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	29.4
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	20.6
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	11.8
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	5.9
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2450	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	58.3
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	50.0
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	20.8
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	12.5
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	4.2
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	4.2
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2453	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	47.4
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	26.3
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	26.3
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	10.5
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2461	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	60.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	40.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	10.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	10.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	20.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	20.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	20.0
2479	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	20.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	55.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	20.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	10.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	10.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	5.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2480	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	NA
2482	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	NA
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	100.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	57.1
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	14.3
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2491	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	82.6
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	65.2
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	52.2
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	52.2
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	43.5
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	39.1
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	17.4
2557	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	34.8
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	60.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	60.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	60.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	20.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	10.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
13-AM-10	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	53.6
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	53.6
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	35.7
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	21.4
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	3.6
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
13-AM-12	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	58.8
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	23.5
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
13-FR-1	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	68.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	56.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	24.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	12.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	4.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	4.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	4.0
1639VB	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	4.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	54.2
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	33.3
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	25.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
FR-17-15	reference	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
